trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
236,False,"{'a': 0.4, 'e': 0.8092763286130561}",20,0,-22.44553802640051,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
237,False,"{'a': 0.4, 'e': 0.8083855717793744}",20,0,-66.56245536075124,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
238,False,"{'a': 0.4, 'e': 0.8074940207905044}",20,0,-93.71540210491212,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
239,False,"{'a': 0.4, 'e': 0.8066016742291223}",25,0,-69.06506864031432,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
240,False,"{'a': 0.4, 'e': 0.8057085306741073}",30,18,-51.206684832426355,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
241,False,"{'a': 0.4, 'e': 0.8048145887005268}",20,1,-94.17795360711843,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 2}",1
242,False,"{'a': 0.4, 'e': 0.8039198468796237}",25,0,-83.13075601777352,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
243,False,"{'a': 0.4, 'e': 0.8030243037788025}",30,0,-162.4514601059978,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
244,False,"{'a': 0.4, 'e': 0.802127957961615}",30,0,-89.71156881671605,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
245,False,"{'a': 0.4, 'e': 0.8012308079877472}",20,0,-114.00208675478808,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
246,False,"{'a': 0.4, 'e': 0.8003328524130048}",25,0,-60.54486976236522,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
247,False,"{'a': 0.4, 'e': 0.7994340897892999}",25,11,-39.24315092846264,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
248,False,"{'a': 0.4, 'e': 0.7985345186646362}",25,0,-162.7724243916423,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
249,False,"{'a': 0.4, 'e': 0.7976341375830958}",30,19,-13.349242401978575,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
250,False,"{'a': 0.4, 'e': 0.7967329450848242}",20,0,-36.477352619963035,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
251,False,"{'a': 0.4, 'e': 0.7958309397060168}",25,16,-43.12122249215985,"{0: 5, 1: 0, 2: 3, 3: 1, 4: 0}",1
252,False,"{'a': 0.4, 'e': 0.7949281199789041}",35,0,-109.06942646675525,"{0: 26, 1: 1, 2: 4, 3: 3, 4: 1}",0
253,False,"{'a': 0.4, 'e': 0.7940244844317379}",20,2,-21.873356049107958,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
254,False,"{'a': 0.4, 'e': 0.7931200315887764}",25,2,-171.70535624458205,"{0: 12, 1: 1, 2: 6, 3: 2, 4: 2}",1
255,False,"{'a': 0.4, 'e': 0.79221475997027}",30,2,-136.43660591665642,"{0: 17, 1: 2, 2: 7, 3: 0, 4: 2}",1
256,False,"{'a': 0.4, 'e': 0.7913086680924468}",30,0,-52.6455605382067,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
257,False,"{'a': 0.4, 'e': 0.7904017544674979}",30,11,-29.757420431166615,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 0}",1
258,False,"{'a': 0.4, 'e': 0.7894940176035627}",20,0,-104.93446977571774,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
259,False,"{'a': 0.4, 'e': 0.7885854560047145}",20,0,-69.20948982782333,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
260,False,"{'a': 0.4, 'e': 0.787676068170945}",35,0,-88.24742617946991,"{0: 20, 1: 6, 2: 9, 3: 0, 4: 0}",0
261,False,"{'a': 0.4, 'e': 0.7867658525981506}",20,0,-76.37477615720297,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
262,False,"{'a': 0.4, 'e': 0.785854807778116}",20,0,-113.882890682544,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
263,False,"{'a': 0.4, 'e': 0.7849429321985008}",25,0,-65.7608621024368,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
264,False,"{'a': 0.4, 'e': 0.7840302243428228}",25,0,-137.26108039533796,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
265,False,"{'a': 0.4, 'e': 0.7831166826904442}",20,0,-63.598719736875076,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
266,False,"{'a': 0.4, 'e': 0.7822023057165559}",20,5,-56.1819167732284,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
267,False,"{'a': 0.4, 'e': 0.781287091892162}",25,8,15.183697019493955,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.4, 'e': 0.7803710396840648}",30,0,-134.1193063447762,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
269,False,"{'a': 0.4, 'e': 0.7794541475548493}",20,0,-60.85794685834033,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
270,False,"{'a': 0.4, 'e': 0.7785364139628675}",20,0,-17.082532868335644,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
271,False,"{'a': 0.4, 'e': 0.7776178373622233}",20,0,-104.25767337516243,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
272,False,"{'a': 0.4, 'e': 0.7766984162027566}",20,10,-28.111991725440195,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
273,False,"{'a': 0.4, 'e': 0.7757781489300272}",30,0,-131.28329290487156,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
274,False,"{'a': 0.4, 'e': 0.7748570339852998}",20,12,-9.16346445670331,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
275,False,"{'a': 0.4, 'e': 0.7739350698055278}",30,0,-63.171538143941596,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
276,False,"{'a': 0.4, 'e': 0.7730122548233375}",30,0,-107.54482051602383,"{0: 18, 1: 3, 2: 8, 3: 0, 4: 1}",0
277,False,"{'a': 0.4, 'e': 0.7720885874670116}",30,0,-198.39061097983404,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 5}",0
278,False,"{'a': 0.4, 'e': 0.7711640661604738}",20,0,-80.7026266655248,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
279,False,"{'a': 0.4, 'e': 0.7702386893232726}",25,0,-133.40214632218365,"{0: 14, 1: 4, 2: 3, 3: 3, 4: 1}",0
280,False,"{'a': 0.4, 'e': 0.7693124553705644}",30,5,-55.25373616769226,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",1
281,False,"{'a': 0.4, 'e': 0.768385362713098}",25,0,-91.91013271999793,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
282,False,"{'a': 0.4, 'e': 0.7674574097571981}",25,0,-58.14194546021439,"{0: 19, 1: 4, 2: 0, 3: 1, 4: 1}",0
283,False,"{'a': 0.4, 'e': 0.7665285949047486}",20,0,-70.80762247452215,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
284,False,"{'a': 0.4, 'e': 0.7655989165531759}",20,0,-13.36694483150989,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
285,False,"{'a': 0.4, 'e': 0.764668373095433}",25,0,-150.09570245941617,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
286,False,"{'a': 0.4, 'e': 0.7637369629199823}",30,0,-62.28751580772922,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
287,False,"{'a': 0.4, 'e': 0.7628046844107789}",30,0,-235.54087307821206,"{0: 16, 1: 0, 2: 10, 3: 0, 4: 4}",0
288,False,"{'a': 0.4, 'e': 0.761871535947254}",20,0,-55.517143668550524,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
289,False,"{'a': 0.4, 'e': 0.7609375159042978}",35,0,-102.444542671278,"{0: 25, 1: 4, 2: 4, 3: 0, 4: 2}",0
290,False,"{'a': 0.4, 'e': 0.7600026226522426}",25,0,-41.747801268906414,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
291,False,"{'a': 0.4, 'e': 0.7590668545568457}",20,12,1.5144776433234624,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.4, 'e': 0.7581302099792725}",30,20,-51.435032160840265,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
293,False,"{'a': 0.4, 'e': 0.7571926872760787}",20,0,-90.61891388152279,"{0: 9, 1: 3, 2: 7, 3: 1, 4: 0}",0
294,False,"{'a': 0.4, 'e': 0.7562542847991935}",20,0,-6.449888253681623,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
295,False,"{'a': 0.4, 'e': 0.7553150008959023}",35,0,-117.75221652471447,"{0: 24, 1: 5, 2: 2, 3: 3, 4: 1}",0
296,False,"{'a': 0.4, 'e': 0.7543748339088286}",30,0,-70.37910764827116,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
297,False,"{'a': 0.4, 'e': 0.7534337821759175}",30,0,-115.11958300912713,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
298,False,"{'a': 0.4, 'e': 0.7524918440304167}",20,0,-56.78172314704036,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
299,False,"{'a': 0.4, 'e': 0.7515490178008599}",30,0,-120.56485020162667,"{0: 23, 1: 0, 2: 3, 3: 2, 4: 2}",0
300,False,"{'a': 0.4, 'e': 0.7506053018110488}",20,6,13.38273854659377,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.4, 'e': 0.7496606943800346}",20,0,-74.0006942384941,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
302,False,"{'a': 0.4, 'e': 0.7487151938221009}",20,0,-70.51681967608305,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
303,False,"{'a': 0.4, 'e': 0.7477687984467452}",20,0,-57.195250454720075,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
304,False,"{'a': 0.4, 'e': 0.7468215065586604}",20,1,-25.72624007338871,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
305,False,"{'a': 0.4, 'e': 0.7458733164577174}",25,0,-145.6046833902931,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
306,False,"{'a': 0.4, 'e': 0.7449242264389462}",20,0,-52.28248885430873,"{0: 16, 1: 0, 2: 1, 3: 3, 4: 0}",0
307,False,"{'a': 0.4, 'e': 0.7439742347925178}",20,5,-23.868897021084003,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
308,False,"{'a': 0.4, 'e': 0.7430233398037253}",25,4,-64.45790311245179,"{0: 13, 1: 1, 2: 6, 3: 1, 4: 0}",1
309,False,"{'a': 0.4, 'e': 0.742071539752966}",20,0,-132.20950073738263,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
310,False,"{'a': 0.4, 'e': 0.7411188329157221}",20,0,-90.59943041189389,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
311,False,"{'a': 0.4, 'e': 0.7401652175625424}",20,0,-22.35040300656516,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
312,False,"{'a': 0.4, 'e': 0.739210691959023}",20,0,-137.3067082920728,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
313,False,"{'a': 0.4, 'e': 0.7382552543657891}",30,0,-139.0231699385506,"{0: 22, 1: 1, 2: 2, 3: 3, 4: 2}",0
314,False,"{'a': 0.4, 'e': 0.7372989030384751}",20,1,-122.66775764552344,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 2}",1
315,False,"{'a': 0.4, 'e': 0.7363416362277063}",20,3,-29.79851519181894,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
316,False,"{'a': 0.4, 'e': 0.735383452179079}",20,0,-90.9160571667687,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
317,False,"{'a': 0.4, 'e': 0.7344243491331416}",25,12,-61.218446734200306,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
318,False,"{'a': 0.4, 'e': 0.7334643253253754}",20,0,-80.41023440065135,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
319,False,"{'a': 0.4, 'e': 0.7325033789861747}",25,0,-147.9951198188729,"{0: 15, 1: 0, 2: 6, 3: 3, 4: 1}",0
320,False,"{'a': 0.4, 'e': 0.7315415083408273}",30,21,-4.956860858019107,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
321,False,"{'a': 0.4, 'e': 0.7305787116094953}",20,0,-74.31457148331525,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
322,False,"{'a': 0.4, 'e': 0.7296149870071944}",20,11,-19.47136459220102,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 0}",1
323,False,"{'a': 0.4, 'e': 0.7286503327437751}",20,12,-11.18648409001645,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
324,False,"{'a': 0.4, 'e': 0.7276847470239022}",20,6,-68.73873741501637,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
325,False,"{'a': 0.4, 'e': 0.7267182280470347}",20,0,-66.98129971724897,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
326,False,"{'a': 0.4, 'e': 0.7257507740074056}",25,11,-11.58468201034723,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
327,False,"{'a': 0.4, 'e': 0.7247823830940024}",30,0,-68.18021797343891,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
328,False,"{'a': 0.4, 'e': 0.7238130534905457}",20,0,-63.61250752367309,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
329,False,"{'a': 0.4, 'e': 0.7228427833754694}",20,0,-100.19956640332991,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
330,False,"{'a': 0.4, 'e': 0.7218715709218999}",25,3,-77.83330593636893,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 1}",1
331,False,"{'a': 0.4, 'e': 0.7208994142976359}",25,0,-78.58675511463058,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
332,False,"{'a': 0.4, 'e': 0.719926311665127}",20,0,-125.38749681917923,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
333,False,"{'a': 0.4, 'e': 0.7189522611814534}",25,0,-13.269846976555936,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
334,False,"{'a': 0.4, 'e': 0.7179772609983046}",25,0,-50.96711875103382,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",1
335,False,"{'a': 0.4, 'e': 0.7170013092619587}",20,0,-68.78211019376666,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
336,False,"{'a': 0.4, 'e': 0.716024404113261}",35,0,-148.51493759925302,"{0: 22, 1: 4, 2: 6, 3: 1, 4: 2}",0
337,False,"{'a': 0.4, 'e': 0.7150465436876027}",20,12,-7.822950152866751,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.4, 'e': 0.7140677261148997}",25,0,-166.27481879914524,"{0: 12, 1: 5, 2: 4, 3: 2, 4: 2}",0
339,False,"{'a': 0.4, 'e': 0.7130879495195712}",20,0,-87.81295336116466,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",1
340,False,"{'a': 0.4, 'e': 0.7121072120205182}",25,0,-88.92637488655797,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
341,False,"{'a': 0.4, 'e': 0.7111255117311012}",20,10,-3.6524401075226667,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.4, 'e': 0.7101428467591191}",25,11,-50.926275635940016,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 1}",1
343,False,"{'a': 0.4, 'e': 0.7091592152067875}",25,0,-63.7533352103123,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
344,False,"{'a': 0.4, 'e': 0.7081746151707158}",30,12,-64.14763027417226,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 0}",1
345,False,"{'a': 0.4, 'e': 0.7071890447418858}",20,9,-28.714767116636487,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
346,False,"{'a': 0.4, 'e': 0.7062025020056295}",25,0,-79.08947185849985,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
347,False,"{'a': 0.4, 'e': 0.7052149850416062}",30,0,-90.82992670149632,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
348,False,"{'a': 0.4, 'e': 0.7042264919237808}",30,14,-22.468445673938973,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
349,False,"{'a': 0.4, 'e': 0.703237020720401}",30,10,-45.25464503415486,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
350,False,"{'a': 0.4, 'e': 0.7022465694939741}",35,21,0.7499443857008938,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.4, 'e': 0.7012551363012454}",20,0,-75.8574635730517,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
352,False,"{'a': 0.4, 'e': 0.7002627191931738}",25,0,-9.802549896241143,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
353,False,"{'a': 0.4, 'e': 0.6992693162149105}",20,9,18.84958123025266,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.4, 'e': 0.6982749254057745}",25,0,-96.96443866113528,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 3}",0
355,False,"{'a': 0.4, 'e': 0.6972795447992302}",30,15,-37.98561642991338,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
356,False,"{'a': 0.4, 'e': 0.6962831724228635}",20,0,-48.36921261853323,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
357,False,"{'a': 0.4, 'e': 0.695285806298359}",25,0,-91.9373230843465,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
358,False,"{'a': 0.4, 'e': 0.6942874444414758}",25,0,-190.6219004394718,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 4}",0
359,False,"{'a': 0.4, 'e': 0.6932880848620242}",25,0,-167.62491399137787,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 4}",0
360,False,"{'a': 0.4, 'e': 0.6922877255638417}",25,16,-6.140175919725195,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
361,False,"{'a': 0.4, 'e': 0.6912863645447692}",20,12,-19.019188599149864,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
362,False,"{'a': 0.4, 'e': 0.6902839997966271}",25,12,-13.733905373910023,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
363,False,"{'a': 0.4, 'e': 0.6892806293051907}",20,0,-56.767956637899125,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
364,False,"{'a': 0.4, 'e': 0.6882762510501665}",25,0,-111.33851342173378,"{0: 17, 1: 1, 2: 3, 3: 3, 4: 1}",0
365,False,"{'a': 0.4, 'e': 0.687270863005167}",30,0,-89.10582169717568,"{0: 18, 1: 3, 2: 8, 3: 1, 4: 0}",0
366,False,"{'a': 0.4, 'e': 0.686264463137687}",30,0,-60.091390924405474,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
367,False,"{'a': 0.4, 'e': 0.6852570494090783}",20,6,-55.56944630064608,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
368,False,"{'a': 0.4, 'e': 0.6842486197745253}",30,0,-105.59224109452408,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
369,False,"{'a': 0.4, 'e': 0.6832391721830202}",30,0,-162.87632611471483,"{0: 23, 1: 1, 2: 1, 3: 1, 4: 4}",0
370,False,"{'a': 0.4, 'e': 0.6822287045773376}",25,0,-40.74750978556764,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
371,False,"{'a': 0.4, 'e': 0.6812172148940095}",25,0,-61.36405326508862,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
372,False,"{'a': 0.4, 'e': 0.6802047010633}",35,17,-77.86082545365184,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 2}",1
373,False,"{'a': 0.4, 'e': 0.67919116100918}",25,8,-82.39691823336365,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 2}",1
374,False,"{'a': 0.4, 'e': 0.6781765926493014}",20,0,-64.15697136801273,"{0: 14, 1: 2, 2: 1, 3: 3, 4: 0}",0
375,False,"{'a': 0.4, 'e': 0.6771609938949719}",20,11,5.526765376509677,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.4, 'e': 0.6761443626511285}",25,0,-14.332954238121665,"{0: 19, 1: 5, 2: 0, 3: 1, 4: 0}",0
377,False,"{'a': 0.4, 'e': 0.6751266968163125}",20,4,-77.15123731995665,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 1}",1
378,False,"{'a': 0.4, 'e': 0.6741079942826427}",20,0,-24.807835463759808,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
379,False,"{'a': 0.4, 'e': 0.6730882529357891}",20,0,-9.150295144372217,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
380,False,"{'a': 0.4, 'e': 0.6720674706549474}",20,0,-2.541325825659383,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
381,False,"{'a': 0.4, 'e': 0.6710456453128117}",20,10,-5.763387172156991,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.4, 'e': 0.6700227747755483}",20,4,-21.703105405663436,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
383,False,"{'a': 0.4, 'e': 0.6689988569027687}",20,0,-36.130437403622004,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
384,False,"{'a': 0.4, 'e': 0.6679738895475034}",30,0,-30.802146140933523,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
385,False,"{'a': 0.4, 'e': 0.6669478705561738}",30,4,-29.14072650985758,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 1}",1
386,False,"{'a': 0.4, 'e': 0.6659207977685662}",25,13,-25.171322581203956,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
387,False,"{'a': 0.4, 'e': 0.6648926690178035}",20,0,-43.6590436633641,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
388,False,"{'a': 0.4, 'e': 0.6638634821303186}",20,1,-94.94913372382757,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 2}",1
389,False,"{'a': 0.4, 'e': 0.6628332349258265}",25,0,-93.29987715007161,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
390,False,"{'a': 0.4, 'e': 0.661801925217296}",25,0,-86.37777179686998,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
391,False,"{'a': 0.4, 'e': 0.6607695508109229}",25,0,-182.34635388931662,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
392,False,"{'a': 0.4, 'e': 0.6597361095061014}",30,1,-246.82119551730528,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 5}",1
393,False,"{'a': 0.4, 'e': 0.6587015990953959}",20,0,-46.61858131137367,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
394,False,"{'a': 0.4, 'e': 0.657666017364513}",25,0,-76.44423870876194,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
395,False,"{'a': 0.4, 'e': 0.656629362092273}",20,10,-28.90786563568803,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
396,False,"{'a': 0.4, 'e': 0.6555916310505809}",25,16,6.084199529083479,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
397,False,"{'a': 0.4, 'e': 0.6545528220043985}",20,2,-47.03312533357249,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 0}",1
398,False,"{'a': 0.4, 'e': 0.6535129327117145}",20,12,7.554198362874224,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.4, 'e': 0.6524719609235163}",20,7,-43.11565081808932,"{0: 7, 1: 3, 2: 2, 3: 1, 4: 0}",1
400,False,"{'a': 0.4, 'e': 0.6514299043837605}",20,0,-100.70298184426565,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
401,False,"{'a': 0.4, 'e': 0.6503867608293433}",25,0,-112.8872487970572,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
402,False,"{'a': 0.4, 'e': 0.6493425279900717}",20,0,-56.14054401595791,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
403,False,"{'a': 0.4, 'e': 0.6482972035886332}",20,0,-13.49555422735304,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
404,False,"{'a': 0.4, 'e': 0.6472507853405661}",20,0,-96.02817437528208,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
405,False,"{'a': 0.4, 'e': 0.64620327095423}",25,0,-57.608827057462705,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
406,False,"{'a': 0.4, 'e': 0.6451546581307751}",20,9,5.8721962394225145,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.4, 'e': 0.6441049445641122}",20,0,-136.20045824603497,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
408,False,"{'a': 0.4, 'e': 0.6430541279408823}",20,0,-55.57483006561181,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
409,False,"{'a': 0.4, 'e': 0.6420022059404263}",20,4,-10.62151151852738,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
410,False,"{'a': 0.4, 'e': 0.6409491762347534}",30,0,-93.5274864249637,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
411,False,"{'a': 0.4, 'e': 0.6398950364885112}",25,0,-81.25560488321953,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
412,False,"{'a': 0.4, 'e': 0.6388397843589538}",25,11,-41.20921895387577,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
413,False,"{'a': 0.4, 'e': 0.637783417495911}",30,0,-95.91394886287033,"{0: 22, 1: 3, 2: 1, 3: 3, 4: 1}",0
414,False,"{'a': 0.4, 'e': 0.6367259335417569}",20,12,8.780269399038804,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.4, 'e': 0.6356673301313781}",20,0,-38.67865047581399,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
416,False,"{'a': 0.4, 'e': 0.6346076048921421}",20,0,-47.56608471600591,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
417,False,"{'a': 0.4, 'e': 0.6335467554438654}",25,2,-123.34440283318597,"{0: 14, 1: 0, 2: 6, 3: 2, 4: 1}",1
418,False,"{'a': 0.4, 'e': 0.6324847793987814}",25,0,-15.998035767930102,"{0: 19, 1: 5, 2: 0, 3: 1, 4: 0}",0
419,False,"{'a': 0.4, 'e': 0.6314216743615082}",25,6,-50.68105463955503,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
