trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
420,False,"{'a': 0.4, 'e': 0.630357437929016}",35,4,-11.10988296616141,"{0: 26, 1: 1, 2: 4, 3: 0, 4: 0}",1
421,False,"{'a': 0.4, 'e': 0.629292067690595}",35,17,-77.46661329012694,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
422,False,"{'a': 0.4, 'e': 0.6282255612278218}",25,0,-64.69638784027073,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
423,False,"{'a': 0.4, 'e': 0.6271579161145273}",20,11,5.512205386874735,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
424,False,"{'a': 0.4, 'e': 0.6260891299167631}",20,0,-71.87016594618515,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
425,False,"{'a': 0.4, 'e': 0.6250192001927684}",25,9,15.800985440572626,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
426,False,"{'a': 0.4, 'e': 0.6239481244929364}",30,0,-118.7324224206788,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
427,False,"{'a': 0.4, 'e': 0.6228759003597806}",25,1,-83.63280446643857,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 1}",1
428,False,"{'a': 0.4, 'e': 0.6218025253279013}",20,0,-41.732027395095294,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
429,False,"{'a': 0.4, 'e': 0.6207279969239512}",30,0,-20.678081683781983,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
430,False,"{'a': 0.4, 'e': 0.6196523126666016}",20,0,-54.19128394639335,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
431,False,"{'a': 0.4, 'e': 0.6185754700665076}",20,14,-4.000441938335947,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.4, 'e': 0.6174974666262739}",20,10,-10.910639279570558,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
433,False,"{'a': 0.4, 'e': 0.6164182998404197}",20,0,11.390860174032415,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
434,False,"{'a': 0.4, 'e': 0.6153379671953441}",25,0,-60.286875729607125,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
435,False,"{'a': 0.4, 'e': 0.6142564661692904}",20,0,-65.85117740441343,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
436,False,"{'a': 0.4, 'e': 0.6131737942323118}",20,5,-46.65557674318521,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
437,False,"{'a': 0.4, 'e': 0.6120899488462349}",20,0,-82.42782767420337,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
438,False,"{'a': 0.4, 'e': 0.6110049274646245}",20,0,-60.434007759559236,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
439,False,"{'a': 0.4, 'e': 0.6099187275327477}",30,0,-129.8821348968915,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
440,False,"{'a': 0.4, 'e': 0.6088313464875373}",35,6,-60.97915949678116,"{0: 21, 1: 3, 2: 2, 3: 3, 4: 0}",1
441,False,"{'a': 0.4, 'e': 0.6077427817575564}",30,0,-133.00102526798145,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
442,False,"{'a': 0.4, 'e': 0.606653030762961}",25,0,-68.34253959197552,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
443,False,"{'a': 0.4, 'e': 0.6055620909154639}",20,0,-62.16322267184187,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
444,False,"{'a': 0.4, 'e': 0.6044699596182977}",20,0,-83.05815338833708,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",1
445,False,"{'a': 0.4, 'e': 0.6033766342661778}",25,5,-18.766636524458324,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
446,False,"{'a': 0.4, 'e': 0.6022821122452646}",20,7,-77.60957818017042,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 1}",1
447,False,"{'a': 0.4, 'e': 0.6011863909331265}",30,19,-36.047978949241354,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
448,False,"{'a': 0.4, 'e': 0.6000894676987023}",30,2,-109.5764292324608,"{0: 22, 1: 0, 2: 2, 3: 2, 4: 2}",1
449,False,"{'a': 0.4, 'e': 0.598991339902263}",20,0,-149.4746508792249,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
450,False,"{'a': 0.4, 'e': 0.5978920048953735}",20,0,-20.25765414849794,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
451,False,"{'a': 0.4, 'e': 0.5967914600208548}",25,0,-58.46382693373071,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
452,False,"{'a': 0.4, 'e': 0.5956897026127452}",20,0,-28.364116186962615,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
453,False,"{'a': 0.4, 'e': 0.5945867299962614}",20,0,8.914209800879364,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
454,False,"{'a': 0.4, 'e': 0.5934825394877598}",25,9,-21.749929792067338,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
455,False,"{'a': 0.4, 'e': 0.5923771283946969}",20,0,-25.543781155379165,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
456,False,"{'a': 0.4, 'e': 0.5912704940155907}",25,10,-43.6090087159772,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
457,False,"{'a': 0.4, 'e': 0.5901626336399804}",30,0,-50.05655040070759,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
458,False,"{'a': 0.4, 'e': 0.5890535445483868}",25,0,-196.64538742668043,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 4}",0
459,False,"{'a': 0.4, 'e': 0.587943224012272}",20,12,1.2368122955980716,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 0.4, 'e': 0.5868316692939994}",20,1,-16.889140899328446,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
461,False,"{'a': 0.4, 'e': 0.5857188776467935}",25,0,-44.63131595439039,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
462,False,"{'a': 0.4, 'e': 0.5846048463146984}",20,11,-34.515000574159004,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
463,False,"{'a': 0.4, 'e': 0.5834895725325375}",25,6,-24.375712999872427,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
464,False,"{'a': 0.4, 'e': 0.582373053525872}",20,0,-53.07409762435914,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
465,False,"{'a': 0.4, 'e': 0.5812552865109595}",20,13,-1.170256618734234,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.4, 'e': 0.5801362686947126}",20,0,-16.366825147766008,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
467,False,"{'a': 0.4, 'e': 0.5790159972746566}",20,1,3.5561976631752854,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
468,False,"{'a': 0.4, 'e': 0.5778944694388879}",20,0,-125.58797314615418,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
469,False,"{'a': 0.4, 'e': 0.5767716823660312}",20,0,-58.23337854200609,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
470,False,"{'a': 0.4, 'e': 0.5756476332251971}",20,3,-2.0877804496531933,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
471,False,"{'a': 0.4, 'e': 0.5745223191759394}",25,11,-24.90345639040046,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 0}",1
472,False,"{'a': 0.4, 'e': 0.5733957373682119}",25,12,-67.46892895021531,"{0: 8, 1: 0, 2: 2, 3: 3, 4: 0}",1
473,False,"{'a': 0.4, 'e': 0.5722678849423252}",30,16,-6.512423882022409,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
474,False,"{'a': 0.4, 'e': 0.5711387590289027}",25,10,11.575099535128833,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.4, 'e': 0.5700083567488374}",20,4,-52.31312105351785,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
476,False,"{'a': 0.4, 'e': 0.5688766752132476}",25,3,-53.25612276383124,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 1}",1
477,False,"{'a': 0.4, 'e': 0.5677437115234325}",20,10,-43.329771640084225,"{0: 5, 1: 1, 2: 3, 3: 1, 4: 0}",1
478,False,"{'a': 0.4, 'e': 0.5666094627708279}",30,0,-55.96848455822645,"{0: 21, 1: 6, 2: 2, 3: 0, 4: 1}",0
479,False,"{'a': 0.4, 'e': 0.5654739260369612}",20,0,-95.47674535458364,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
480,False,"{'a': 0.4, 'e': 0.5643370983934063}",20,6,-72.31840655188162,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
481,False,"{'a': 0.4, 'e': 0.5631989769017384}",25,0,-74.33893535247226,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
482,False,"{'a': 0.4, 'e': 0.5620595586134884}",20,4,-49.48018905583306,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
483,False,"{'a': 0.4, 'e': 0.5609188405700974}",20,0,-53.477118385558,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
484,False,"{'a': 0.4, 'e': 0.5597768198028699}",25,0,-138.75077200279947,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
485,False,"{'a': 0.4, 'e': 0.5586334933329278}",20,9,-10.17801838019155,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
486,False,"{'a': 0.4, 'e': 0.5574888581711641}",30,16,-6.116302127410156,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
487,False,"{'a': 0.4, 'e': 0.5563429113181957}",30,4,-65.55327650123651,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 1}",1
488,False,"{'a': 0.4, 'e': 0.555195649764316}",20,4,-0.19047540479940817,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.4, 'e': 0.554047070489448}",25,17,15.10321197884376,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.4, 'e': 0.5528971704630962}",20,2,-48.83849943664738,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 0}",1
491,False,"{'a': 0.4, 'e': 0.5517459466442988}",30,16,-50.00555167585934,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
492,False,"{'a': 0.4, 'e': 0.5505933959815793}",35,0,-110.96766297010585,"{0: 28, 1: 1, 2: 3, 3: 0, 4: 3}",1
493,False,"{'a': 0.4, 'e': 0.5494395154128984}",30,12,6.62042899927361,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.4, 'e': 0.5482843018656045}",25,19,3.6117777942800293,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.4, 'e': 0.5471277522563851}",20,8,-7.202601546405326,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
496,False,"{'a': 0.4, 'e': 0.5459698634912173}",25,0,-92.21183961867061,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
497,False,"{'a': 0.4, 'e': 0.5448106324653185}",20,6,-42.26890592889331,"{0: 10, 1: 0, 2: 2, 3: 2, 4: 0}",1
498,False,"{'a': 0.4, 'e': 0.5436500560630952}",25,10,-5.649111869604342,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
499,False,"{'a': 0.4, 'e': 0.5424881311580947}",30,17,25.791114153167,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.4, 'e': 0.5413248546129527}",20,9,-48.957743932325855,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
501,False,"{'a': 0.4, 'e': 0.5401602232793435}",20,0,-45.68525190427455,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
502,False,"{'a': 0.4, 'e': 0.538994233997929}",20,11,-3.0484551004385585,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.4, 'e': 0.5378268835983064}",30,8,-113.15372380719234,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 2}",1
504,False,"{'a': 0.4, 'e': 0.5366581688989573}",30,0,-132.33347620355693,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
505,False,"{'a': 0.4, 'e': 0.5354880867071955}",20,0,-17.924991019705892,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
506,False,"{'a': 0.4, 'e': 0.5343166338191143}",20,14,11.026737717326094,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.4, 'e': 0.5331438070195341}",25,16,-48.072805632558406,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
508,False,"{'a': 0.4, 'e': 0.5319696030819497}",35,0,-23.281179349975915,"{0: 27, 1: 3, 2: 5, 3: 0, 4: 0}",0
509,False,"{'a': 0.4, 'e': 0.5307940187684768}",20,7,-44.33281391361123,"{0: 9, 1: 0, 2: 2, 3: 2, 4: 0}",1
510,False,"{'a': 0.4, 'e': 0.5296170508297982}",20,8,3.158366107966409,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.4, 'e': 0.5284386960051102}",20,13,12.037772340091976,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.4, 'e': 0.5272589510220685}",25,0,-74.78498112694538,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
513,False,"{'a': 0.4, 'e': 0.5260778125967335}",30,0,-79.90097193820954,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
514,False,"{'a': 0.4, 'e': 0.5248952774335152}",25,18,7.71640948054673,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.4, 'e': 0.5237113422251186}",25,19,12.410296145202118,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.4, 'e': 0.522526003652488}",25,0,-31.82367438141943,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
517,False,"{'a': 0.4, 'e': 0.5213392583847508}",30,2,-79.78249672812572,"{0: 20, 1: 0, 2: 5, 3: 3, 4: 0}",1
518,False,"{'a': 0.4, 'e': 0.5201511030791617}",20,5,-32.2986060776913,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
519,False,"{'a': 0.4, 'e': 0.518961534381046}",25,19,10.469276234517277,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.4, 'e': 0.5177705489237431}",30,5,-11.309178067625167,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",1
521,False,"{'a': 0.4, 'e': 0.516578143328549}",20,0,-88.81125967040546,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
522,False,"{'a': 0.4, 'e': 0.5153843142046591}",30,11,11.714821456082237,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
523,False,"{'a': 0.4, 'e': 0.5141890581491099}",20,11,-97.11395808809783,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 2}",1
524,False,"{'a': 0.4, 'e': 0.5129923717467211}",30,0,-44.014057807917304,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
525,False,"{'a': 0.4, 'e': 0.5117942515700371}",20,3,4.46062805107038,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
526,False,"{'a': 0.4, 'e': 0.5105946941792681}",30,21,5.076607550225146,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.4, 'e': 0.5093936961222304}",20,0,-84.72411661621906,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
528,False,"{'a': 0.4, 'e': 0.5081912539342877}",30,14,-29.555076510806902,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
529,False,"{'a': 0.4, 'e': 0.5069873641382898}",25,4,-1.3972104873321831,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
530,False,"{'a': 0.4, 'e': 0.5057820232445139}",20,5,-33.57582840690728,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 0}",1
531,False,"{'a': 0.4, 'e': 0.5045752277506024}",25,0,-57.92213367831714,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
532,False,"{'a': 0.4, 'e': 0.5033669741415027}",25,17,-4.453456479966352,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
533,False,"{'a': 0.4, 'e': 0.5021572588894057}",20,0,-30.34254741424956,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
534,False,"{'a': 0.4, 'e': 0.5009460784536837}",20,0,-57.43564504918911,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
535,False,"{'a': 0.4, 'e': 0.49973342928082826}",20,0,4.621208418280002,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
536,False,"{'a': 0.4, 'e': 0.4985193078043881}",30,7,-75.75462672239344,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 1}",1
537,False,"{'a': 0.4, 'e': 0.49730371044490557}",25,17,7.581484284376316,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.4, 'e': 0.4960866336098536}",25,0,-72.88489340413301,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
539,False,"{'a': 0.4, 'e': 0.4948680736935722}",25,7,-7.641867165196919,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
540,False,"{'a': 0.4, 'e': 0.49364802707720384}",30,20,7.677458254887005,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
541,False,"{'a': 0.4, 'e': 0.49242649012862955}",30,2,-67.01203371761274,"{0: 22, 1: 2, 2: 1, 3: 2, 4: 1}",1
542,False,"{'a': 0.4, 'e': 0.49120345920240366}",25,0,25.497155047357932,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
543,False,"{'a': 0.4, 'e': 0.48997893063968856}",30,18,-52.903332962366875,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
544,False,"{'a': 0.4, 'e': 0.4887529007681892}",20,0,-17.86512563978961,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
545,False,"{'a': 0.4, 'e': 0.48752536590208706}",35,0,-87.1919581642545,"{0: 25, 1: 2, 2: 7, 3: 0, 4: 1}",0
546,False,"{'a': 0.4, 'e': 0.4862963223419732}",35,5,-58.485264591284846,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",1
547,False,"{'a': 0.4, 'e': 0.4850657663747818}",20,16,8.080630011012685,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.4, 'e': 0.48383369427372297}",20,7,-15.68197057958326,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 0}",1
549,False,"{'a': 0.4, 'e': 0.4826001022982145}",20,11,16.197835097003757,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.4, 'e': 0.48136498669381417}",20,9,8.708183399845446,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
551,False,"{'a': 0.4, 'e': 0.48012834369215096}",20,9,20.23198642119923,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.4, 'e': 0.4788901695108563}",20,3,-60.42076976230925,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
553,False,"{'a': 0.4, 'e': 0.4776504603534943}",20,0,-27.69370434052128,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
554,False,"{'a': 0.4, 'e': 0.4764092124094922}",25,11,-34.83432540783234,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
555,False,"{'a': 0.4, 'e': 0.4751664218540701}",25,5,8.609099998363183,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
556,False,"{'a': 0.4, 'e': 0.47392208484817}",20,0,-18.725541255576424,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
557,False,"{'a': 0.4, 'e': 0.4726761975383849}",25,2,-18.87561817350889,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
558,False,"{'a': 0.4, 'e': 0.471428756056887}",20,0,3.804329255004389,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
559,False,"{'a': 0.4, 'e': 0.4701797565213558}",20,2,12.390695402480958,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
560,False,"{'a': 0.4, 'e': 0.46892919503490554}",30,13,-83.02159424670137,"{0: 11, 1: 2, 2: 1, 3: 2, 4: 1}",1
561,False,"{'a': 0.4, 'e': 0.4676770676860123}",20,9,-12.289651872476801,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
562,False,"{'a': 0.4, 'e': 0.4664233705484406}",25,7,-90.33111686443014,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 2}",1
563,False,"{'a': 0.4, 'e': 0.46516809968116923}",20,0,-9.866520217588715,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
564,False,"{'a': 0.4, 'e': 0.46391125112831755}",30,14,-46.14661574163489,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
565,False,"{'a': 0.4, 'e': 0.46265282091907}",20,11,-24.71455685697322,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
566,False,"{'a': 0.4, 'e': 0.46139280506760133}",20,6,19.33175368518139,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.4, 'e': 0.4601311995730006}",20,14,-9.841866647342993,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
568,False,"{'a': 0.4, 'e': 0.45886800041919495}",20,0,4.639726024027508,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
569,False,"{'a': 0.4, 'e': 0.45760320357487316}",25,0,-75.71822611599268,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
570,False,"{'a': 0.4, 'e': 0.45633680499340806}",30,16,-30.40572429974189,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 0}",1
571,False,"{'a': 0.4, 'e': 0.45506880061277916}",20,8,-31.639509189970735,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
572,False,"{'a': 0.4, 'e': 0.4537991863554943}",30,0,-15.418865079436657,"{0: 23, 1: 4, 2: 3, 3: 0, 4: 0}",0
573,False,"{'a': 0.4, 'e': 0.45252795812851115}",20,0,-36.4982415343778,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
574,False,"{'a': 0.4, 'e': 0.45125511182315786}",20,8,-38.058188577893056,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
575,False,"{'a': 0.4, 'e': 0.44998064331505344}",30,18,-5.758204853152559,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
576,False,"{'a': 0.4, 'e': 0.44870454846402763}",35,0,-69.64300424484315,"{0: 28, 1: 2, 2: 2, 3: 2, 4: 1}",0
577,False,"{'a': 0.4, 'e': 0.4474268231140401}",25,2,-75.81906694295125,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 1}",1
578,False,"{'a': 0.4, 'e': 0.4461474630930994}",25,18,11.611608409611025,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.4, 'e': 0.44486646421318105}",20,10,-4.001890012572065,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
580,False,"{'a': 0.4, 'e': 0.4435838222701453}",25,18,12.139401115997618,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.4, 'e': 0.4422995330436546}",30,15,1.7753974834948072,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
582,False,"{'a': 0.4, 'e': 0.44101359229708986}",30,7,25.22433609111269,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
583,False,"{'a': 0.4, 'e': 0.43972599577746696}",20,2,-19.443575767556553,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
584,False,"{'a': 0.4, 'e': 0.4384367392153521}",20,0,-41.00268113615804,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
585,False,"{'a': 0.4, 'e': 0.4371458183247771}",20,4,-11.1420462682083,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
586,False,"{'a': 0.4, 'e': 0.43585322880315364}",30,7,8.27440842294155,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
587,False,"{'a': 0.4, 'e': 0.43455896633118746}",30,17,26.882800496335747,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.4, 'e': 0.43326302657279164}",30,13,-2.8809831683062077,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
589,False,"{'a': 0.4, 'e': 0.4319654051749994}",25,9,1.106600357725283,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
590,False,"{'a': 0.4, 'e': 0.4306660977678765}",25,11,-56.707281087425315,"{0: 9, 1: 3, 2: 0, 3: 1, 4: 1}",1
591,False,"{'a': 0.4, 'e': 0.4293650999644328}",20,0,-83.48755360639075,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
592,False,"{'a': 0.4, 'e': 0.42806240736053347}",35,14,-38.362029203367115,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
593,False,"{'a': 0.4, 'e': 0.42675801553480963}",25,0,-74.32428286428187,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
594,False,"{'a': 0.4, 'e': 0.425451920048568}",20,7,-8.762333013805815,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
595,False,"{'a': 0.4, 'e': 0.42414411644570066}",25,17,12.947920374660182,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.4, 'e': 0.42283460025259356}",20,6,14.8510967807845,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.4, 'e': 0.4215233669780348}",30,16,22.84896876804548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.4, 'e': 0.4202104121131221}",25,1,-28.623135860074946,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 0}",1
599,False,"{'a': 0.4, 'e': 0.4188957311311701}",25,0,-131.5140529579962,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
600,False,"{'a': 0.4, 'e': 0.41757931948761634}",25,15,-21.810440759245004,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
601,False,"{'a': 0.4, 'e': 0.41626117261992707}",30,10,-7.64181009265827,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
602,False,"{'a': 0.4, 'e': 0.4149412859475026}",25,0,-6.337729920139787,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
603,False,"{'a': 0.4, 'e': 0.41361965487158164}",20,8,-13.790432266796058,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
